Author,Sample,Larger_Region,Region,Province,TAS_Description,Alkalinity,Age,Uncertainty,Method,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
Martin_2013,OU78554,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.3812,164.2343167,42.97,3.39,12.61,11.65,12.24,12.12,0.19,0.95,2.91,0.74,,-0.62,,39.2,,135,237,42.2,123,,,11,2.45,313,7.71,38.2,,,0.97,29.6,3.43,9.87,1.52,7.99,2.48,0.72,,1.3,2.09,0.48,1.28,,,0.26,2.12,,,3.51,,,,,,,
Martin_2013,OU78562,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.39005,164.2983,43.51,3.14,13.58,11.81,11.32,11.26,0.2,1.32,3.35,0.63,,-0.56,,32,,281,553,-,236,,,17,13,693,24,213,,,58,390,44,79,-,40,-,-,-,-,-,-,-,-,-,-,-,,-,6,5,,,,,,
Martin_2013,OU78563,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.39318333,164.2980333,43.73,3.25,14.16,11.84,11.38,10.33,0.2,1.29,3.24,0.64,,-0.38,,32,,301,409,-,176,,,17,13,706,24,207,,,55,424,44,82,-,43,-,-,-,-,-,-,-,-,-,-,-,,-,5,3,,,,,,
Martin_2013,OU78564,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.38211667,164.2910833,42.89,3.51,13.12,11.84,11.97,11.5,0.19,1.14,2.98,0.76,,-0.57,,31,,299,537,-,261,,,16,11,752,21,195,,,56,403,36,70,-,44,-,-,-,-,-,-,-,-,-,-,-,,-,4,4,,,,,,
Martin_2013,OU78565,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.38225,164.2383,45.27,3.16,14.63,11.86,9.59,9.07,0.21,1.73,4.06,0.69,,-0.61,,19.6,,80.3,125,50.6,134,,,17.8,3.64,624,3.4,14.5,,,0.68,35.4,3.46,7.21,1.37,3.2,1.75,1.11,2.18,1,1.24,0.25,0.71,1.54,,,1.44,,0.32,6.14,,,,,,,
Martin_2013,OU78566,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.3787,164.2296333,42.29,3.97,14.31,11.82,11.77,9.63,0.21,1.57,3.71,0.97,,-0.61,,28.4,,465,312,102,308,,,17.8,16.6,1192,26.65,176,,,46.8,423,51.7,93.7,11.6,47.6,10.6,3.29,8.04,1.08,5.66,1.1,2.76,2.4,0.37,0.28,4.17,,2.7,2.78,4.06,,,,,,
Martin_2013,OU78567,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.37416667,164.2198667,42.03,3.94,14.28,11.78,11.78,9.64,0.21,1.56,3.67,0.97,,-0.38,,29,,301,228,-,136,,,17,20,929,26,270,,,81,545,66,111,-,54,-,-,-,-,-,-,-,-,-,-,-,,-,4,7,,,,,,
Martin_2013,OU78568,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.3956,164.2099333,42.7,3.93,14.09,12.08,11.52,9.92,0.19,1.35,3.39,0.85,,-0.6,,26,,288,357,-,178,,,16,18,1033,22,217,,,69,511,51,81,-,49,-,-,-,-,-,-,-,-,-,-,-,,-,3,4,,,,,,
Martin_2013,OU78569,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.35361667,164.1068667,43.21,3.67,14.07,12.44,11.99,9.57,0.19,0.93,3.34,0.7,,-0.49,,32,,329,434,-,148,,,18,13,926,22,212,,,56,398,39,77,-,46,-,-,-,-,-,-,-,-,-,-,-,,-,3,5,,,,,,
Martin_2013,OU78571,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.38105,164.1624833,41.19,4.66,13.25,14.02,11.59,9.69,0.21,1.16,3.19,0.87,,-0.78,,33,,373,330,-,162,,,16,13,1002,23,186,,,59,536,60,88,-,41,-,-,-,-,-,-,-,-,-,-,-,,-,5,4,,,,,,
Martin_2013,OU78572,Australiasia_Antarctica,Antarctica,Ross_Island,Foidite,Alkaline,3,3,Stratigraphic,-78.38213333,164.1908333,40.97,4.74,12.96,14.21,11.53,10.14,0.21,1.04,3.09,0.81,,-0.58,,32,,353,340,-,193,,,16,11,975,21,175,,,55,436,53,84,-,40,-,-,-,-,-,-,-,-,-,-,-,,-,6,4,,,,,,
Martin_2013,OU78573,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.3986,164.2721,44.28,3.22,14.97,11.93,10.7,8.79,0.21,1.48,3.71,0.77,,-0.58,,20.6,,220,232,53.7,110,,,21.1,26.5,733,24.6,214,,,47.2,336,43,83.8,10.2,41.2,7.99,2.25,4.95,1.47,6.36,0.71,2.24,,0.5,0.49,4.47,,2.64,2.99,4.19,,,,,,
Martin_2013,OU78575,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.40768333,164.2789833,43.05,3.59,13.76,12.34,12.78,10.19,0.2,0.91,2.91,0.63,,-0.74,,31,,309,433,-,139,,,17,6,736,21,164,,,38,274,34,61,-,18,-,-,-,-,-,-,-,-,-,-,-,,-,5,3,,,,,,
Martin_2013,OU78576,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.40683333,164.3197333,42.37,4.2,14.13,13.33,11.27,8.65,0.22,1.3,3.2,1,,-0.56,,30,,332,317,-,115,,,17,12,1108,26,198,,,60,498,48,91,-,53,-,-,-,-,-,-,-,-,-,-,-,,-,4,4,,,,,,
Martin_2013,OU78577,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.54328333,164.5057,46.62,2.85,16.47,10.55,9.4,4.79,0.21,2.06,4.37,0.83,,1.12,,20,,233,149,59.6,68,,,22.6,51.9,1178,29.4,372,,,90.7,543,77.3,151,16,61.7,10.2,3.53,6.78,1.84,6.26,1.08,3.27,2.83,0.41,0.41,7.76,,5.1,6.61,8.08,,,,,,
Martin_2013,OU78578,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.54328333,164.5057,41.63,1.99,11.58,9.44,11.02,12.05,0.17,1.1,2.26,0.33,,7.77,,28.8,,234,722,63,288,,,15.1,21.6,429,18.4,162,,,31.5,204,25.9,51.5,6,23.6,5.31,1.65,4.53,1.37,3.83,0.72,1.83,1.87,0.3,0.21,3.92,,1.68,3.67,3.69,,,,,,
Martin_2013,OU78579,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.54623333,164.6059,46.15,2.94,16.73,10.55,7.79,3.86,0.22,1.9,4.76,0.99,,3.52,,12,,167,487,-,31,,,19,976,27,315,86,,,74,0,635,71,-,126,-,-,-,-,-,-,-,-,-,-,-,,-,52,0,,,,,,
Martin_2013,OU78580,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.5392,164.5858833,45.26,2.77,14.65,10.81,10.04,7.43,0.21,1.68,3.62,0.62,,2.47,,22,,249,247,-,100,,,18,711,23,199,56,,,58,0,1021,42,-,75,-,-,-,-,-,-,-,-,-,-,-,,-,40,0,,,,,,
Martin_2013,OU78581,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.53378333,164.3795,44.79,2.9,12.5,11.9,11.93,8.96,0.22,0.98,3.89,0.83,,-0.14,,24,,268,250,-,104,,,16,22,1187,26,219,,,75,600,53,107,-,50,-,-,-,-,-,-,-,-,-,-,-,,-,5,5,,,,,,
Martin_2013,OU78582,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.62818333,164.0967167,41.04,4.97,13.07,14.76,11.14,9.57,0.21,0.98,2.79,0.59,,-0.41,,29,,379,351,-,100,,,15,936,21,158,44,,,243,0,359,20,-,46,-,-,-,-,-,-,-,-,-,-,-,,-,35,0,,,,,,
Martin_2013,OU78583,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.49078333,164.3891167,45.42,2.69,15.93,10.05,9.72,7.82,0.2,1.31,3.98,0.93,,0.83,,13.4,,156,103,27.2,31.3,,,22.7,12.8,387,14.3,77.7,,,3.49,422,11.1,22.3,2.68,13.4,3.13,1.15,1.97,1.1,2.35,0.46,1.63,,,0.21,3.25,,0.47,13.2,,,,,,,
Martin_2013,OU78585,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.41456667,164.20225,42.39,3.96,14.04,12.2,11.44,9.7,0.19,1.36,3.41,0.85,,-0.49,,24.6,,259,276,62,163,,,21,28.7,936,22.1,209,,,52.8,376,46.3,88.5,11.6,45.1,8.9,3.41,7.2,1.2,5.63,0.96,2.83,,0.56,,4.2,,3.36,2.98,6.44,,,,,,
Martin_2013,OU78587,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.47071667,163.9594667,43.18,3.53,13.28,12.07,11.67,10.47,0.2,1.3,3.11,0.83,,-0.57,,25.2,,366,249,61,101,,,20.9,22.6,962,22.8,175,,,46.6,386,42.4,89.5,10.7,45.9,9.42,2.97,8.19,1.56,4.71,1.28,2.36,2.38,,,5.5,,2.02,4.18,4.34,,,,,,
Martin_2013,OU78588,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.45753333,164.0264667,42.89,4.19,14.71,13.06,10.88,7.93,0.22,1.61,2.86,1.05,,-0.48,,26,,327,208,-,75,,,16,26,1203,26,227,,,75,646,57,116,-,53,-,-,-,-,-,-,-,-,-,-,-,,-,5,3,,,,,,
Martin_2013,OU78590,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.44675,164.1921167,41.16,5.02,13.43,14.13,12.07,9.31,0.22,1,2.43,0.81,,-0.53,,32,,390,359,-,87,,,15,9,915,26,178,,,55,458,60,89,-,42,-,-,-,-,-,-,-,-,-,-,-,,-,4,5,,,,,,
Martin_2013,OU78591,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.45316667,164.1825167,45.11,2.91,14.97,11.4,9.35,8.7,0.21,1.8,4.16,0.91,,-0.39,,16.02,,291,185,55.9,127,,,23.2,33.1,940,23.1,216,,,56.4,418,50.2,94.6,11,46.3,8.03,2.36,6.29,1.37,4.67,,1.88,,0.43,,4.25,,2.77,4.54,5.68,,,,,,
Martin_2013,OU78592,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.45798333,164.1420167,44.38,3.16,14.56,12.07,10.13,9.04,0.21,1.49,3.81,0.98,,-0.69,,23,,227,417,-,151,,,17,17,1086,25,209,,,66,533,48,93,-,43,-,-,-,-,-,-,-,-,-,-,-,,-,5,4,,,,,,
Martin_2013,OU78594,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.40688333,164.05675,43.71,3.45,14.43,12.69,11.28,9.75,0.2,0.94,3.17,0.55,,-0.6,,23.87,,298,300,63.7,148,,,19.6,18.2,654,20.9,176,,,34.8,243,32.1,64.6,7.59,28.4,7.59,3.09,6.08,1.26,4.7,,2.01,,,,5.94,,1.62,2.94,2.63,,,,,,
Martin_2013,OU78596,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.40658333,164.4159167,41.72,4.62,13.95,13.72,11.78,9.23,0.19,0.98,2.91,0.65,,-0.65,,32,,367,271,-,121,,,16,10,894,20,156,,,48,372,33,49,-,27,-,-,-,-,-,-,-,-,-,-,-,,-,4,4,,,,,,
Martin_2013,OU78597,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.45186667,163.5425833,43.26,3.53,13.97,11.78,11.39,10.56,0.19,1.13,3.24,0.56,,-0.54,,31,,310,617,-,200,,,17,11,719,24,206,,,51,334,34,61,-,34,-,-,-,-,-,-,-,-,-,-,-,,-,6,3,,,,,,
Martin_2013,OU78604,Australiasia_Antarctica,Antarctica,Ross_Island,Basanite,Alkaline,3,3,Stratigraphic,-78.46501667,163.5854333,43.29,3.52,13.61,12.1,11.28,10.98,0.19,1.2,3.18,0.67,,-0.63,,28,,281,413,-,259,,,17,9,753,21,188,,,51,398,30,65,-,35,-,-,-,-,-,-,-,-,-,-,-,,-,5,3,,,,,,
Martin_2013,OU78532,Australiasia_Antarctica,Antarctica,Ross_Island,Basalt,Alkaline,3,3,Stratigraphic,-78.3675,163.8040333,45.42,2.47,14.31,10.93,12.48,9.48,0.19,0.87,2.96,0.43,,-0.55,,34,,299,364,-,131,,,17,17,511,21,160,,,42,286,29,56,-,32,-,-,-,-,-,-,-,-,-,-,-,,-,6,2,,,,,,
Martin_2013,OU78544,Australiasia_Antarctica,Antarctica,Ross_Island,Basalt,Alkaline,3,3,Stratigraphic,-78.39835,163.8279167,45.42,2.47,14.31,10.93,12.48,9.48,0.19,0.87,2.96,0.43,,-0.55,,29.7,,300,461,66.5,138,,,20.4,35.7,743,26.8,263.1,,,56,366,47.7,98,11.3,45.2,10.5,2.65,7.11,1.86,5.58,1.12,3.11,1.88,0.3,0.29,5.64,,3.16,4.82,5.01,,,,,,
Martin_2013,OU78589,Australiasia_Antarctica,Antarctica,Ross_Island,Picrobasalt,Alkaline,3,3,Stratigraphic,-78.43633333,164.2232,41.18,4.68,13.57,14.77,11.49,9.87,0.21,0.71,2.17,0.97,,-0.47,,27.5,,296,199,70.3,142,,,18.7,35.4,951,26,268.6,,,68.1,466,57.1,116,13.3,55.8,10.4,3.03,8.33,1.67,5.93,0.96,3.08,2.41,0.36,0.33,6.02,,3.95,4.61,6.79,,,,,,
Martin_2013,OU78595,Australiasia_Antarctica,Antarctica,Ross_Island,Foidite,Alkaline,3,3,Stratigraphic,-78.43406667,164.4413167,40.57,5.45,13.11,14.86,12.05,9.88,0.22,0.74,1.91,0.74,,-0.35,,25.1,,334,390,67.6,124,,,20,15,848,23.8,170.1,,,37.8,288,37.9,75,9.49,41.8,7.82,2.51,8.37,1.44,5.66,1.02,,,0.57,,,,2.54,3.81,2.31,,,,,,
Martin_2013,OU78605,Australiasia_Antarctica,Antarctica,Ross_Island,Foidite,Alkaline,3,3,Stratigraphic,-78.34111667,164.1329333,39.83,5.84,12.91,15.33,12.04,9.64,0.21,0.87,2.34,0.68,,-0.61,,26.9,,264,382,67.6,94.4,,,19.4,17.3,809,21.1,152,,,33.7,241,29.5,63.2,8.39,32.5,5.68,3.18,7.02,1.49,4.31,0.89,2.48,2.55,,0.48,4.43,,2.26,,3.21,,,,,,
LeMasurier_2011,AR60A,Australiasia_Antarctica,Antarctica,Marie_Byrd / Andrus,Basanite,Alkaline,0.05,0.05,Stratigraphic,-76.2,-132.5,46.26,3.97,15.07,12.97,7.88,4.87,0.17,1.41,4.59,1.4,,,7.86,15,,170,4.5,33.7,9.2,18.4,106,19.5,29.4,1442,29.7,233,68.9,2.2,0.317,527,49.8,103,13.3,53.3,10.5,3.69,8.76,1.19,5.89,1.06,2.66,,2.05,0.293,5.2,4.19,,2.67,5.4,1.39,0.702947,0.512905,19.991,15.602,39.073
LeMasurier_2011,AR60E,Australiasia_Antarctica,Antarctica,Marie_Byrd / Andrus,Basanite,Alkaline,0.05,0.05,Stratigraphic,-76.2,-132.5,42.35,3.76,14.79,13.25,10.03,7.02,0.21,1.73,4.17,0.86,,,7.4,23.5,,243,114.5,48.5,84.9,50.5,107,22.3,34.9,1086,36.8,322,99,2.58,0.36,528,59.7,118,15.7,58.9,10.9,3.47,9.5,1.32,6.84,1.29,3.29,,2.61,0.38,6.69,5.63,,2.58,6.71,1.97,,,,,
LeMasurier_2011,AR40C,Australiasia_Antarctica,Antarctica,Marie_Byrd / Kosciusko,Trachybasalt,Alkaline,8.66,0,Stratigraphic,-75.9,-132.2,46.68,3.06,15.68,12.47,7.86,5.36,0.18,1.55,4.21,0.88,,,7.81,15.8,,167,56.1,37.9,51.1,32.5,109,21.7,27.2,879,35.1,307,67.3,3.43,0.289,403,65.3,118.9,13.8,51.1,9.91,3.18,8.76,1.27,6.59,1.24,3.18,,2.53,0.361,6.6,3.97,,3.24,5.72,1.38,0.702801,0.512896,20.045,15.623,39.108
LeMasurier_2011,AR44,Australiasia_Antarctica,Antarctica,Marie_Byrd / Kosciusko,Basaltic Trachyandesite,Alkaline,8.66,0,Stratigraphic,-75.9,-132.2,54.38,1.6,15.6,8.6,6.52,4.06,0.16,2.65,4.6,0.28,,,,,,148,20,23,9,32,111,23,55,373,43,342,63,,,468,,,,,,,,,,,,,,,,,,,,,,,,,
LeMasurier_2011,BN14D,Australiasia_Antarctica,Antarctica,Marie_Byrd / Berlin,Basanite,Alkaline,5,5,Stratigraphic,-76.6,-136,44.99,2.81,14.24,12.14,9.16,7.88,0.19,1.6,3.84,0.78,,,8.22,24.2,,196,225,43,123,46.5,101,20.3,29.7,747,33.8,284,68.7,2.82,0.386,560,47.8,98.5,12.4,48.5,9.7,3.48,8.49,1.23,6.4,1.22,3.08,,2.48,0.356,6.02,4.03,,3.37,5.34,1.55,0.702839,0.512904,19.615,15.663,39.123
LeMasurier_2011,BU28A***,Australiasia_Antarctica,Antarctica,Marie_Byrd / Bursey,Basanite,Alkaline,0.49,0,Stratigraphic,-76.55,-132.6,45.51,4.43,14.9,12.38,8.4,5.03,0.18,1.39,4.66,1.57,,,7.49,15.7,,207,17.1,34.9,24,24.6,137,22.7,24.3,1650,31.7,220,66.1,2.04,0.275,613,51.7,112,15,61.3,12.2,4.47,10.1,1.35,6.48,1.14,2.7,,1.9,0.263,5.21,3.91,,2.4,4.02,1.17,0.702931,0.512913,19.943,15.649,39.186
LeMasurier_2011,HC37A**,Australiasia_Antarctica,Antarctica,Marie_Byrd / Patton Bl,Basalt,Alkaline,9.97,0,Stratigraphic,-75.217,-133.66,47.01,2.69,15.2,11.4,9.43,9.42,0.08,1.28,2.58,0.58,,,,,,237,329,,192,63,83,19,22.5,652,29.6,222,52.2,,0.19,291,35.5,68.7,8.52,33.8,7.38,2.26,6.45,0.96,5.38,1.02,2.63,,2.31,0.37,5.21,3.13,,2.6,3.37,0.89,0.702758,0.512961,19.502,15.643,38.882
LeMasurier_2011,SI10D***,Australiasia_Antarctica,Antarctica,Marie_Byrd / Shepard Is,Trachybasalt,Alkaline,0.6,0,Stratigraphic,-75.417,-132.5,48.86,3.33,14.14,12.63,8.38,4.42,0.18,1.61,4.19,0.79,,,8.4,21.6,,199,30.7,31.1,23.8,22.4,132,25.3,28.2,689,34.3,258,49.5,0.77,0.19,603,35.7,73.9,10.2,41.7,8.9,3.39,8.39,1.21,6.45,1.22,3.06,,2.41,0.35,5.62,2.97,,3.83,4.7,0.87,0.703284,0.512841,19.357,15.659,39.033
LeMasurier_2011,9D***,Australiasia_Antarctica,Antarctica,Marie_Byrd / Mt. Flint,Basanite,Alkaline,5,5,Stratigraphic,-75.75,-129.1,46.02,2.56,16.45,11.34,9.14,7.27,0.18,1.74,4.03,0.71,,,8.8,22.9,,224,230,43.9,116,60.8,105,22.6,44.1,843,33.8,308,81.6,2.59,0.43,469,51.2,97,12.5,46.5,8.77,2.8,7.88,1.12,6.13,1.19,3.14,,2.68,0.39,6.41,4.89,,3.98,6.82,1.78,0.7029,0.51286,19.56099,15.64376,39.14259
LeMasurier_2011,W83-5C**,Australiasia_Antarctica,Antarctica,Marie_Byrd / Mt. Siple,Basalt,Alkaline,2,0,Stratigraphic,-73.43,-126.66,48.98,1.77,14.74,10.82,9.03,7,0.18,1.13,3.51,0.91,,,,23.3,,132,277,40.6,113,43,108,21,25,535,28,202,42,,,322,35,66.6,,35,6.61,2.31,,0.86,,,,,1.9,0.36,4.21,2.58,,,3.52,1.6,0.703487,0.512847,19.669,15.665,39.251
LeMasurier_2011,W83-1**,Australiasia_Antarctica,Antarctica,Marie_Byrd / Mt. Siple,Basalt,Alkaline,0.05,0.05,Stratigraphic,-73.43,-126.66,45.46,3.21,15.15,12.82,8.42,6.34,0.19,1.42,3.54,0.71,,,,,,163,102,54,80,45,112,22,31,575,36,257,53,,,338,,,,,,,,,,,,,,,,,,,,,0.703723,0.512792,19.753,15.725,39.494
LeMasurier_2011,62**,Australiasia_Antarctica,Antarctica,Marie_Byrd / Murphy,Basalt,Alkaline,0.9,0,Stratigraphic,-75.33,-110.7,46.1,2.22,13.76,12.22,9.53,11.87,0.15,0.79,3.04,0.42,,,,23.9,,231,514,63.4,285,,,,11,533,23,156,26,,,222,20.7,44.5,,23.9,5.14,1.89,,0.98,,,,,1.64,0.24,3.5,1.66,,,1.86,1.2,0.702917,0.512893,19.764,15.667,39.915
Hole_1993,KG.3603.5,Australiasia_Antarctica,Antarctica,Alexander_Island,Basanite,Alkaline,3.5,3.5,Stratigraphic,-67,-68,46.1,2.93,14.78,9.429904,8.66,9.2,0.16,2.46,4.25,0.77,,,,,,,187,,152,,,,30,868,25,326,70,,,320,43.36,79.5,,43.4,6.99,2.72,,1.1,,,,,2.3,0.31,,4.9,,,6.67,,0.703,0.51294,19.188,15.627,38.747
Hole_1993,KG.3609.9,Australiasia_Antarctica,Antarctica,Alexander_Island,Trachybasalt,Alkaline,3.5,3.5,Stratigraphic,-67,-68,48.95,2.85,15.58,8.881026,8.36,8.01,0.17,1.83,4.24,0.68,,,,,,,234,,138,,,,12,838,26,283,42,,,113,36.61,62.19,,42.27,7.35,2.39,,1.09,,,,,2.08,0.35,6.72,3,,,3.81,,0.7027,0.51292,19.282,15.599,38.67
Hole_1993,KG.3616.5,Australiasia_Antarctica,Antarctica,Alexander_Island,Basanite,Alkaline,3.5,3.5,Stratigraphic,-67,-68,48.6,2.42,16.27,9.573872,7.18,6.16,0.17,2.24,4.67,0.83,,,,,,,188,,85,,,,14,938,26,370,56,,,176,49.37,87.23,,42.15,7.89,2.2,,0.97,,,,,2.46,0.38,7.69,4,,,5.54,,0.7027,0.51296,19.251,15.599,38.642
Hole_1993,KG.3719.17,Australiasia_Antarctica,Antarctica,Alexander_Island,Phonotephrite,Alkaline,3.5,3.5,Stratigraphic,-67,-68,49.56,1.98,16.66,10.39269,5.73,4.76,0.19,2.64,5.64,0.77,,,,13.4,,,102,28.7,65,,,,20,941,26,483,63,,,219,51.3,103,,47.7,8.23,2.6,,1.08,,,,,2.29,0.3,9.29,5.15,,,5.75,2.92,0.7028,0.51288,19.245,15.59,38.616
Hole_1993,KG.3627.8,Australiasia_Antarctica,Antarctica,Alexander_Island,Trachybasalt,Alkaline,3.5,3.5,Stratigraphic,-67,-68,49.2,2.21,16.71,8.512108,9.89,5.26,0.13,1.75,3.82,0.5,,,,,,,107,,25,,,,15,621,23,196,32,,,138,22.9,41.01,,28.66,5.87,2.08,,0.98,,,,,2.16,0.25,4.03,2.3,,,3.12,,0.703,0.51296,18.929,15.617,38.608
Hole_1993,KG.3625.2,Australiasia_Antarctica,Antarctica,Alexander_Island,Basalt,Alkaline,3.5,3.5,Stratigraphic,-67,-68,49.51,1.87,14.83,10.203732,8.58,8.9,0.15,1.23,3.29,0.36,,,,22.9,,,326,48.9,152,,,,19,458,24,159,23,,,189,17.5,35,,21.7,4.69,1.57,,0.73,,,,,1.64,0.21,3.61,1.46,,,2.93,0.86,0.7033,0.51286,18.949,15.633,38.753
Hole_1993,R.3728.1,Australiasia_Antarctica,Antarctica,Graham_Land,Basalt,Sub-Alkaline,2.5,2.5,Stratigraphic,-65,-60,51.5,1.74,14.82,9.35792,8.61,8.32,0.14,0.76,3.34,0.24,,,,21,,,346,46.8,132,,,,11,349,21,118,17,,,66,12.4,26.5,,15.2,3.92,1.49,,0.72,,,,,1.4,0.26,2.98,1.26,,,1.82,,0.703,0.51294,18.976,15.617,38.673
Hole_1993,R.3731.4,Australiasia_Antarctica,Antarctica,Graham_Land,Basaltic Andesite,Sub-Alkaline,2.5,2.5,Stratigraphic,-65,-60,52.34,1.93,15.11,9.159964,8.66,6.21,0.14,0.9,3.37,0.25,,,,23.4,,,236,39.9,81,,,,18,406,23,125,16,,0.38,122,12.8,25.7,,17.3,4.27,1.55,,0.77,,,,,1.64,0.27,3.13,1.02,,,2.36,1.08,0.7033,0.51284,19.019,15.658,38.879
Hole_1993,R.3734.1,Australiasia_Antarctica,Antarctica,Graham_Land,Basalt,Alkaline,2.5,2.5,Stratigraphic,-65,-60,48.99,2.31,14.1,10.61764,8.78,8.41,0.15,1.29,3.52,0.47,,,,22.4,,,247,49.8,172,,,,19,531,27,176,35,,0.3,141,25.5,50.4,,26.3,5.82,2.04,,0.96,,,,,1.78,0.19,4.16,2.46,,,3.55,1.51,0.7031,0.51296,19.072,15.61,38.728
Hole_1993,R.3742.3,Australiasia_Antarctica,Antarctica,Graham_Land,Trachybasalt,Alkaline,2.5,2.5,Stratigraphic,-65,-60,48.05,2.66,15.06,11.328482,8.44,7.54,0.14,1.31,3.83,0.49,,,,18.1,,,146,52.4,121,,,,9,573,22,175,29,,,116,20.8,41.8,,24.7,5.66,2.05,,0.9,,,,,1.29,,4.08,2.1,,,1.83,0.89,0.7028,0.51299,18.793,15.57,38.3
